TYPVOIE;PREVOIE;NOMVOIE;TYPO;DATE_ARRET;CDGI;HISTO;TEXTE;QUARTIER;1er;2e;3e;4e;5e;6e;7e;8e;9e;10e;11e;12e;13e;14e;15e;16e;17e;18e;19e;20e;ARRON
boulevard;du;général jean simon;boulevard du Général Jean Simon;02/08/2005;4034;"Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac ""Paris Rive Gauche"", précédemment dénommée voie CA/13, et qui intègre une partie du boulevard Masséna.
Orig. du nom.~ Jean Simon (Brest, 1912-Cherbourg, 2003), résistant de la première heure engagé dans les Forces Françaises Libres. Il participa à la guerre d'Indochine, à l'opération de Suez et à la conclusion des accords d'Evian mettant fin à la guerre d'Algérie. Chancelier de l'Ordre de la Libération.";"Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 9 septembre 1861 à partir d’une dizaine de mètres, côté pair, de l’avenue de la Porte de Vitry, jusqu’à une longueur de 200 m environ.
Dénomination.~ Arr. mun. du 2 août 2005.";Gare.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIIIe
rue;;ella fitzgerald;rue Ella Fitzgerald;08/07/2009;3181;"Historique. ~ Rue précédemment dénommée voie BH/19.
Orig. du nom.~ Ella Fitzgerald (Newport News (Virginie)-1917, Beverly Hills (Californie)-1996), chanteuse de jazz de grande renommée, décorée de la National Medal of Arts en 1987 et élevée au rang de Commandeur des Arts et Lettres par le gouvernement français.";"Nota. ~ Voie d'accès aux installations portuaires du canal de l'Ourcq.
Observation. ~ Le côté est de la voie forme la limite du territoire de Pantin.
Dénomination.~ Délib. mun. du 6, 7, et 8 juillet 2009.";Pont de Flandre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;XIXe
villa;des;houseaux;villa des Houseaux;05/06/2000;4673;"Historique. ~ Précédemment dénommée voie Y/20.
Orig. du nom.~ Proximité d'un lieu-dit ""les Osieaux"" anciennement ""les Houzeaux"" dont la forme de la parcelle évoquait celle des houseaux, hautes guêtres de cuir employées pour monter à cheval.";"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 27 janvier 1998.
Dénomination.~ Arr. mun. du 5 juin 2000.";Père Lachaise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XXe
promenade;;rené capitant;promenade René Capitant;05/06/2000;8138;Orig. du nom.~ René Capitant (Tronche en Isère, 1901-Paris, 1970) homme politique. Député du Bas-Rhin (1945), puis de la Seine (1946-1951). Fondateur de l'Union gaulliste en 1946. Garde des Sceaux en 1968.;Dénomination.~ Arr. mun. du 5 juin 2000.;Sorbonne.;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ve
villa;du;moulin dagobert;villa du Moulin Dagobert;05/06/2000;6595;"Historique.~ Voie précédemment dénommée J/11. 
Orig. du nom.~ Voie située à proximité d'un ancien lieu-dit ""Moulin Dagobert"" dont il est fait mention sur les copies du cadastre napoléonien.";"Classement, alignements (retenus au POS et non repris au PLU) et nivellement.~ Arr. mun. du 15 mai 1995.
Dénomination.~ Arr. mun. du 5 juin 2000.";Sainte Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
place;;saint-estèphe;place Saint-Estèphe;05/06/2000;8530;"historique.~ voie créée  lors de l'aménagement de la ZAC ""Bercy"".
Orig. du nom.~ Référence à l'activité vinicole passée du quartier, Saint- Estèphe étant une commune de Gironde, grand cru du Médoc.";Dénomination.~ Arr. mun. du 5 juin 2000.;Bercy.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIIe
rue;;germaine tailleferre;rue Germaine Tailleferre;06/12/1999;4177;"Historique.~ Voie créée dans le cadre du lotissement ""Parcs des Musiciens"". Elle avait été provisoirement dénommée DS/19.
Orig. du nom.~ Germaine Tailleferre (Saint-Maur, 1892-Paris, 1983) compositrice française. Elle est l'un des six compositeurs qui formèrent le ""groupe de six"".";"Nota. ~ voie privée ouverte à la circulation publique (arr. mun. du 2 avril 2007).
Dénomination.~ Arr. mun. du 6 décembre 1999.";Pont de Flandre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;XIXe
promenade;d';australie;promenade d'Australie;30/05/2000;581;Orig. du nom.~ En hommage à l'Australie et aux nombreux volontaires australiens tombés sur le sol français lors de la première guerre mondiale.;Dénomination.~ Arr. mun. du 30 mai 2000.;Grenelle.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;XVe
villa;du;bois d'orme;villa du Bois d'Orme;05/06/2000;1073;"Historique.~ Voie précédemment dénommée K/19.
Orig. du nom.~ Voie située à proximité d'un ancien lieu-dit ""les Bois d'Orme"".";"Classement, alignements (retenus au POS et non repris au PLU) et nivellement.~ Arr. mun. du 20 avril 1994.
Dénomination.~ Arr. mun. du 05/06/2000.";Amérique.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;XIXe
rue;;basse;rue Basse;18/12/1996;704;"Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
";"Dénomination. ~ Arr. mun. du 18 décembre 1996.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
passage;de;beaujolais;passage de Beaujolais;;774;"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
";"Ouverture. ~ Ouverte en 1812.
";Palais Royal.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
galerie;de;beaujolais;galerie de Beaujolais;;773;"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
";"
";Palais Royal.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;de;beaujolais;rue de Beaujolais;;776;"Orig. du nom. ~ Nom d'un fils du Duc d'Orléans.
Historique. ~ Ouverte sur l'emplacement de l'ancien jardin du Palais royal et dénommée à cette époque passage de Beaujolais puis, de 1797 à 1814, rue d'Arcole puis rue de Beaujolais. En 1849, elle s'est appelée rue Hoche.
Monuments classés. ~ Palais Royal (jardin) et, aux nos 1 à 17 : façades sur rue et jardin, toitures des immeubles.
";"Ouverture. ~ Ouverte en 1784.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 22 août 1840. Le déc. du 23 novembre 1912, (relatif à la rue de Valois) a rapporté les alignements fixés par l'ordonnance précitée, au droit du n° 2.
Dénomination. ~ Arr. du 27 avril 1814.";Palais Royal.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
péristyle;de;beaujolais;péristyle de Beaujolais;;775;"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
";"
";Palais Royal.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
place;;joachim du bellay;place Joachim Du Bellay;02/04/1985;4974;"Orig. du nom. ~ Joachim du Bellay (Liré, 1522-Paris, 1560), poète français.
Historique. ~ Place créée dans le cadre de l'aménagement du secteur des Halles. Elle avait été provisoirement dénommée C/1.
Monument classé. ~ Fontaine des Innocents.
";"Dénomination. ~ Arr. mun. du 2 avril 1985.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
porte;;berger;porte Berger;18/12/1996;891;"Orig. du nom. ~ Donne dans la rue Berger.
Historique. ~ Accès créé lors de l'aménagement du secteur Forum Central des Halles.
";"Observation. ~ Accès, au niveau du sol, conduisant au secteur Forum Central des Halles et ensemble des escaliers et des paliers (places desservant des magasins et diverses voies) des différents niveaux situés à la verticale de cet accès ainsi qu'une galerie, finissant en impasse, au niveau -3.
Dénomination. ~ Arr. mun. des 2 avril 1985 et 18 décembre 1996.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;;berger;rue Berger;;885;"Orig. du nom. ~ Jean Jacques Berger (1791-1859), préfet de la Seine.
Historique. ~ Précédemment, partie de la rue Aubry le Boucher entre le boulevard de Sébastopol et la rue Saint-Denis ; rue aux Fers, entre les rues Saint-Denis et Baltard (sup.) ; partie de la rue des Deux Ecus, entre les rues des Prouvaires et du Louvre. La partie de l'ancienne rue aux Fers comprise entre les rues Saint-Denis et de la Lingerie a successivement porté les noms de rue au Fèvre (1300), rue aux Fers, rue au Ferre, rue aux Fèves, rue aux Fèvres, rue au Feure, rue du Fouarre. La partie comprise entre les rues de la Lingerie et Baltard avait absorbé la rue de la Petite Friperie. Au XIIIe siècle, l'ancienne rue des Deux Ecus était dénommée rue aux Ecus (Guillot) ; au XVe siècle, la partie comprise entre les rues des Prouvaires et Sauval s'appelait rue Traversaine, Traversane ou Traversine, la partie comprise entre la rue Sauval et la rue d'Orléans (supprimée) portait le nom de rue de la Hache ou des Deux Haches. Cette dernière partie fut également nommée rue des Ecus, rue des Deux Ecus et rue aux Ecus.
Monument classé. ~ Fontaine des Innocents.
";"Déclassement. ~ Arr. du 30 août 1972 (aménagement du secteur Forum central des Halles). ~ 1° entre les rues Saint-Denis et Pierre Lescot (partie) ; 2° sur une longueur d'environ 169 m à partir d'un point situé à 20 m du côté pair de la rue Pierre Lescot (M) (entre la rue Pierre Lescot et la rue Baltard [supprimée]). Arr. préf. du 17 août 1973 sur une longueur d'environ 179 m avant la rue Sauval (partie) (entre la rue Baltard [supprimée] et la rue Sauval).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 19 juillet 1840, côté impair, entre le boulevard de Sébastopol et la rue Saint-Denis. Déc. du 29 septembre 1854 (UP), côté pair, même partie. Arr. du Pouvoir exécutif du 5 mai 1848, côté pair, entre les rues Saint-Denis et Pierre Lescot. Déc. du 9 juin 1860 (UP), côté pair, entre les rues Sauval et du Louvre ; côté impair, au débouché sur la rue du Louvre. Déc. du 5 avril 1886 (UP), côté pair, au débouché sur la rue du Louvre. Déc. du 21 juin 1854 (UP), côté impair, entre la place Maurice Quentin et la rue Vauvilliers.
Numérotage. ~ Arr. du 26 mai 1908, entre les rues Vauvilliers et du Louvre.
Servitude. ~ Servitude d'architecture obligatoire du côté pair entre les rues Sauval et du Louvre (adjudication du bail de la Bourse du commerce, 1886).
Dénomination. ~ Déc. du 2 mars 1864.";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;;boucher;rue Boucher;;1131;"Orig. du nom. ~ Boucher, échevin de 1773 à 1778.
Historique. ~ Un décret du 24 février 1882 a supprimé une partie de la voie qui était comprise entre les rues de la Monnaie et du Pont Neuf.
";"Ouverture. ~ Lettres patentes d'août 1776 (larg. : 24 pieds).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 19 juillet 1840. Déc. du 21 juin 1854, raccordement du côté impair avec la rue de Rivoli.
Dénomination. ~ Lettres patentes d'août 1776.";Saint-Germain l'Auxerrois.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;de la;boucle;rue de la Boucle;06/11/1987;1138;"Orig. du nom. ~ Forme du tracé de la voie.
Historique. ~ Voie créée lors de l'aménagement du secteur des Halles.
";"Observation. ~ Située au niveau -3 sous le jardin des Halles.
Dénomination. ~ Déc. mun. du 6 novembre 1987.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;des;deux boules;rue des Deux Boules;;2762;"Orig. du nom. ~ Ancienne enseigne.
Historique. ~ Du XIIe au XIIIe siècle, c'était la rue Mauconseil ou Maleparole ; du XIIIe au XVIe, rue Guillaume Porée ; en 1546, rue Guillaume Porée dite des Deux Boules.
";"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 9 décembre 1838, sauf, sur une longueur de 21 m environ à partir de la rue des Lavandières Sainte-Opportune.
Numérotage. ~ Arr. du 31 mars 1886, nos 11 et 13.";Saint-Germain l'Auxerrois.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;du;bouloi;rue du Bouloi;;1178;"Orig. du nom. ~ Altération du nom d'un ancien hôtel.
Historique. ~ Précédemment rue du Bouloir. En 1359, rue aux Bulliers ou rue aux Boulliers, dite cour Bazile.
";Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 22 août 1840.;Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
impasse;des;bourdonnais;impasse des Bourdonnais;;1192;"Orig. du nom. ~ Voisinage de la rue des Bourdonnais.
Historique. ~ Précédemment, cul-de-sac ou rue de la Fosse aux Chiens et, plus anciennement, place du Marché aux Pourceaux et place aux Chats. Cette impasse existait en 1421.
";"Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 29 novembre 1881.
Dénomination. ~ Arr. du 1er avril 1808.";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;des;bourdonnais;rue des Bourdonnais;;1193;"Orig. du nom. ~ Cette voie doit son nom aux sieurs Adam et Guillaume Bourdon, notables bourgeois ayant exercé des fonctions municipales au XIIe siècle.
Historique. ~ Précédemment, rue de l'Arche Marion, entre le quai de la Mégisserie et la rue Saint-Germain l'Auxerrois ; rue Thibault aux Dés, entre les rues Saint-Germain l'Auxerrois et de Rivoli ; rue des Bourdonnais, entre les rues de Rivoli et Saint-Honoré ; rue Lenoir Saint-Honoré, entre les rues Saint-Honoré et de la Poterie. L'ancienne rue de l'Arche Marion existait en 1300 ; au début du XIVe siècle, elle portait le nom de rue de l'Abreuvoir Thibaut aux Dés et, plus tard, rue des Jardins puis, ruelle Jean de la Poterne. En 1530, elle devint la rue des Etuves ou des Etuves aux Femmes et, enfin, rue de l'Abreuvoir Marion ou de l'Arche Marion. Elle aurait aussi porté le nom de rue de l'Archet ou de l'Archer. L'ancienne rue Thibault aux Dés existait en 1230, sous le nom de Théobaldi ad Decios. En 1295, rue Théobaldi ad Tados et rue Thibaud aux Dés. Ce nom a été souvent altéré. Au XVe siècle, on l'appelait rue Thibaut Ausdet ou rue Thibault Ausdet, Thibaut Todé, Thibault Oudet, Thiébaud Audet... L'ancienne rue des Bourdonnais était primitivement rue des Bourdonnas (Guillot) ; à la fin du XIIIe siècle, rue Adam Bourdon, rue Guillaume Bourdon et rue Sire Guillaume Bourdon ; au début du XIVe siècle, rue des Bourdonnais. L'ancienne rue Lenoir Saint-Honoré fut ouverte en 1787. La partie comprise entre les rues au Lard et de la Poterie n'était anciennement qu'un passage appelé passage de l'Echaudé. La partie comprise entre les rues des Halles et Berger a été déclassée par l'arr. du 30 août 1972 (aménagement du secteur Forum central des Halles), puis supprimée.
";"Alignements (non retenus au POS et non repris au PLU). ~ Côté impair : Ord. du 4 mars 1844, sur une longueur de 20 m environ à partir du quai de la Mégisserie. Déc. du 24 février 1882, sur une longueur de 33 m environ, faisant suite à l'alignement précédent. Ord. du 29 avril 1839 : 1° depuis l'alignement précédent jusqu'au droit du n° 19 inclus ; 2° entre la rue de Rivoli et l'impasse des Bourdonnais. Déc. du 29 novembre 1881 entre l'impasse des Bourdonnais et la rue Saint-Honoré. Côté pair : Ord. du 4 mars 1844, sur une longueur de 19,50 m environ, à partir du quai de la Mégisserie. Déc. du 24 février 1882, depuis l'alignement précédent jusqu'à la rue Saint-Germain l'Auxerrois. Ord. du 29 avril 1839, sur une longueur de 111 m environ, à partir de la rue Saint-Germain l'Auxerrois. Loi du 4 août 1851, sur une longueur de 5,50 m environ, faisant suite à l'alignement précédent. Déc. du 19 février 1853, depuis l'alignement précédent jusqu'à la rue de Rivoli. Ord. du 29 avril 1839, sur une longueur de 85 m environ, à partir de la rue de Rivoli. Déc. du 21 juin 1854 (UP), depuis l'alignement précédent jusqu'à la rue des Halles.
Nivellement. ~ Déc. du 24 février 1882, entre le quai de la Mégisserie et la rue Saint-Germain l'Auxerrois.
Dénomination. ~ Déc. min. du 3 avril 1852.";Saint-Germain l'Auxerrois. Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
allée;;andré breton;allée André Breton;26/08/1985;314;"Orig. du nom. ~ André Breton (Tinchebray, (Orne), 1896-Paris, 1966), écrivain, poète et théoricien du surréalisme.
Historique. ~ Voie créée dans le cadre de l'aménagement du Secteur des Halles. Elle avait été provisoirement dénommée Q/1.";"Dénomination. ~ Arr. mun. du 26 août 1985.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;;brève;rue Brève;18/12/1996;1285;"Orig. du nom. ~ Cette voie est très courte.
Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
";"Dénomination. ~ Arr. mun. du 18 décembre 1996.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;;cambon;rue Cambon;;1449;"Orig. du nom. ~ Joseph Cambon (1756-1820), homme politique français, membre de la Convention, créa le grand livre de la dette publique ; voisinage de l'ancien ministère des finances et de plusieurs établissements de crédit.
Historique. ~ Précédemment, rue de Luxembourg et plus anciennement rue Neuve de Luxembourg.
Monuments classés. ~ Au n° 26 : bâtiment entre cour et jardin (la partie ancienne des façades sur cour et jardin - rez-de-chaussée, entresol et 1er étage - ; le grand salon et le cabinet situé à gauche, tous deux ornés de boiseries).
";"Ouverture. ~ Lettres patentes du 13 septembre 1719 (larg. : 5 toises), entre la rue Saint-Honoré et le boulevard de la Madeleine. Arrêté des consuls du 1er floréal, an X, entre la rue de Rivoli et la rue Saint-Honoré.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 4 octobre 1826.
Dénomination. ~ Arr. du 16 août 1879.";Place Vendôme.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
passage;;antoine carême;passage Antoine Carême;02/04/1985;373;"Orig. du nom. ~ Marie, Antoine Carême (Paris, 1784-Paris, 1833), célèbre cuisinier et gastronome français.
Historique. ~ Voie créée dans le cadre de l'aménagement du Secteur des Halles. Elle avait été provisoirement dénommée F/1.
";"Dénomination. ~ Arr. mun du 2 avril 1985.
Déclassement.~ Délib. mun. des 11 et 12 décembre 2000.";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
place;;carrée;place Carrée;26/08/1985;1570;"Orig. du nom. ~ Forme donnée à cette place.
Historique. ~ Place créée dans le cadre de l'aménagement du secteur ouest des Halles.
";"Observation. ~ Place de forme carrée, située au niveau -3 sous le jardin des Halles, permettant l'accès au secteur Forum central des Halles. Cette place est haute de plafond (2 niveaux). Des escaliers permettent d'accéder aux cheminements piétonniers (portes du Pont Neuf et Saint-Eustache) situés au niveau -2.
Dénomination. ~ Arr. mun. du 26 août 1985.
Déclassement partiel.~ Délib. mun. du 12 juillet 2005 sur surplomb futur (0,70m2).";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
place;du;carrousel;place du Carrousel;;1578;"Historique. ~ Pendant la Révolution, elle fut appelée place de la Fraternité et place de la Réunion ; en 1849, elle a été régularisée et agrandie.
Monument classé. ~ Arc de Triomphe du Carrousel.
Orig. du nom. ~ En souvenir du carrousel qui y fut donné par Louis XIV les 5 et 6 juin 1662.";"Création. ~ Créée en 1662.
";Saint-Germain l'Auxerrois.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
place;;rené cassin;place René Cassin;02/04/1985;8139;"Orig. du nom. ~ René Cassin (Bayonne, 1887-Paris, 1976), juriste français, prit une part importante à la fondation de l'UNESCO et fit adopter la ""Déclaration universelle des droits de l'Homme"" en 1948. Prix Nobel de la Paix en 1968.
Historique. ~ Place créée lors de l'aménagement du secteur des Halles. Elle avait été provisoirement dénommée W/1.
";"Dénomination. ~ Arr. mun. du 2 avril 1985.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;de;castiglione;rue de Castiglione;;1603;"Orig. du nom. ~ Victoire remportée par le général Bonaparte sur les Autrichiens le 5 août 1796.
Monument classé. ~ Façades et toitures de l'immeuble 3-5, place Vendôme, 360, rue Saint-Honoré et rue de Castiglione.
";"Ouverture. ~ Arrêté des consuls du 17 vendémiaire an X (9 octobre 1801).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 4 octobre 1826.
Servitude. ~ Les immeubles riverains sont assujettis à une servitude d'architecture symétrique (arrêtés des consuls du 17 vendémiaire et du 1er floréal an X).  Les immeubles riverains sont assujettis à une architecture comportant des arcades avec galerie à l'usage du public (ordonnance de police du 15/10/1823, et note du 15/12/1881).
Dénomination. ~ Arrêté des consuls du 1er floréal an X et déc. du 11 juin 1811.";Place Vendôme.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
rue;;catinat;rue Catinat;;1605;"Orig. du nom. ~ Nicolas de Catinat (1637-1712), maréchal de France ; voisinage de la place des Victoires.
Historique. ~ Primitivement, rue Percée, plus tard, petite rue de la Vrillière, puis rue de la Banque. Ouverte sur l'emplacement des fossés du Rempart.
";"Ouverture. ~ Ouverte au commencement du XVIIe siècle.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 23 juillet 1828.
Dénomination. ~ Ord. du 11 juin 1847.";Palais Royal.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
allée;;blaise cendrars;allée Blaise Cendrars;28/08/1985;1002;"Orig. du nom. ~ Frédéric Sauser dit Blaise Cendrars (La Chaux-de-Fonds, 1887-Paris, 1961), écrivain français d'origine suisse.
Historique. ~ Voie située dans le secteur des Halles. Elle avait été provisoirement dénommée AB/1.
";"Dénomination. ~ Arr. mun. du 28 août 1985.
";Halles.;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Ier
